00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,average
"{'F-Measure': 93.4542, 'pseudo F-Measure (Fps)': 96.7058, 'PSNR': 20.1444, 'DRD': 2.0814, 'Recall': 93.2873, 'Precision': 93.6217, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 93.6217, 'id': '00', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 94.9507, 'pseudo F-Measure (Fps)': 97.7378, 'PSNR': 16.5161, 'DRD': 1.8116, 'Recall': 94.334, 'Precision': 95.5756, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 95.5756, 'id': '01', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 93.3915, 'pseudo F-Measure (Fps)': 97.6982, 'PSNR': 19.9149, 'DRD': 2.0979, 'Recall': 91.3741, 'Precision': 95.5, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 95.5, 'id': '02', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 87.8573, 'pseudo F-Measure (Fps)': 89.1606, 'PSNR': 17.2201, 'DRD': 5.6015, 'Recall': 96.7797, 'Precision': 80.4412, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 80.4412, 'id': '03', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 97.7452, 'pseudo F-Measure (Fps)': 98.7099, 'PSNR': 22.1075, 'DRD': 1.0632, 'Recall': 98.0394, 'Precision': 97.4527, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 97.4527, 'id': '04', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 94.5304, 'pseudo F-Measure (Fps)': 96.7544, 'PSNR': 16.3931, 'DRD': 2.0613, 'Recall': 95.3624, 'Precision': 93.7129, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 93.7129, 'id': '05', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 95.1252, 'pseudo F-Measure (Fps)': 97.2286, 'PSNR': 21.2857, 'DRD': 1.4681, 'Recall': 95.6495, 'Precision': 94.6067, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 94.6067, 'id': '06', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 92.2637, 'pseudo F-Measure (Fps)': 97.1021, 'PSNR': 22.382, 'DRD': 2.4182, 'Recall': 90.2517, 'Precision': 94.3674, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 94.3674, 'id': '07', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 92.3185, 'pseudo F-Measure (Fps)': 96.7712, 'PSNR': 18.4572, 'DRD': 2.154, 'Recall': 90.9355, 'Precision': 93.7443, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 93.7443, 'id': '08', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 94.1368, 'pseudo F-Measure (Fps)': 96.7775, 'PSNR': 19.0022, 'DRD': 1.7979, 'Recall': 94.5204, 'Precision': 93.7562, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 93.7562, 'id': '09', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 96.1352, 'pseudo F-Measure (Fps)': 97.9046, 'PSNR': 19.3162, 'DRD': 1.1742, 'Recall': 96.3763, 'Precision': 95.8953, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 95.8953, 'id': '10', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 94.9764, 'pseudo F-Measure (Fps)': 98.5447, 'PSNR': 19.4404, 'DRD': 1.4128, 'Recall': 92.9152, 'Precision': 97.1312, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 97.1312, 'id': '11', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 93.2719, 'pseudo F-Measure (Fps)': 97.8804, 'PSNR': 21.0679, 'DRD': 1.905, 'Recall': 90.8299, 'Precision': 95.8488, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 95.8488, 'id': '12', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 91.1333, 'pseudo F-Measure (Fps)': 94.4181, 'PSNR': 20.257, 'DRD': 2.3705, 'Recall': 92.9067, 'Precision': 89.4264, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 89.4264, 'id': '13', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 92.2939, 'pseudo F-Measure (Fps)': 98.2156, 'PSNR': 19.3883, 'DRD': 2.3459, 'Recall': 88.4443, 'Precision': 96.4938, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 96.4938, 'id': '14', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 90.7456, 'pseudo F-Measure (Fps)': 97.1674, 'PSNR': 17.5786, 'DRD': 2.9785, 'Recall': 87.286, 'Precision': 94.4908, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 94.4908, 'id': '15', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 86.7541, 'pseudo F-Measure (Fps)': 98.5639, 'PSNR': 16.121, 'DRD': 4.8683, 'Recall': 78.356, 'Precision': 97.1685, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 97.1685, 'id': '16', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 96.6594, 'pseudo F-Measure (Fps)': 97.5537, 'PSNR': 24.3164, 'DRD': 1.1657, 'Recall': 98.1385, 'Precision': 95.2243, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 95.2243, 'id': '17', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 94.7449, 'pseudo F-Measure (Fps)': 97.9085, 'PSNR': 18.2836, 'DRD': 1.6393, 'Recall': 93.6147, 'Precision': 95.9027, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 95.9027, 'id': '18', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 92.9014, 'pseudo F-Measure (Fps)': 95.3721, 'PSNR': 18.7362, 'DRD': 2.5115, 'Recall': 94.7175, 'Precision': 91.1537, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 91.1537, 'id': '19', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}","{'F-Measure': 93.26947999999997, 'pseudo F-Measure (Fps)': 96.90875500000001, 'PSNR': 19.39644, 'DRD': 2.2463399999999996, 'Recall': 92.70595499999999, 'Precision': 94.07571000000002, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 94.07571000000002, 'id': 'average', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s768'}"
"{'F-Measure': 93.5166, 'pseudo F-Measure (Fps)': 96.706, 'PSNR': 20.1831, 'DRD': 2.0465, 'Recall': 93.4113, 'Precision': 93.6221, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 93.6221, 'id': '00', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 94.9507, 'pseudo F-Measure (Fps)': 97.7378, 'PSNR': 16.5161, 'DRD': 1.8116, 'Recall': 94.334, 'Precision': 95.5756, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 95.5756, 'id': '01', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 93.405, 'pseudo F-Measure (Fps)': 97.6914, 'PSNR': 19.9226, 'DRD': 2.0956, 'Recall': 91.4118, 'Precision': 95.4871, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 95.4871, 'id': '02', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 90.0507, 'pseudo F-Measure (Fps)': 91.4127, 'PSNR': 18.1917, 'DRD': 4.1255, 'Recall': 96.7969, 'Precision': 84.1836, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 84.1836, 'id': '03', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 97.7971, 'pseudo F-Measure (Fps)': 98.6991, 'PSNR': 22.2054, 'DRD': 1.0321, 'Recall': 98.1654, 'Precision': 97.4316, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 97.4316, 'id': '04', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 94.5304, 'pseudo F-Measure (Fps)': 96.7544, 'PSNR': 16.3931, 'DRD': 2.0613, 'Recall': 95.3624, 'Precision': 93.7129, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 93.7129, 'id': '05', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 95.3176, 'pseudo F-Measure (Fps)': 97.1949, 'PSNR': 21.4487, 'DRD': 1.3991, 'Recall': 96.1052, 'Precision': 94.5428, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 94.5428, 'id': '06', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 92.3712, 'pseudo F-Measure (Fps)': 97.2576, 'PSNR': 22.4509, 'DRD': 2.3605, 'Recall': 90.1889, 'Precision': 94.6617, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 94.6617, 'id': '07', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 92.3235, 'pseudo F-Measure (Fps)': 96.6835, 'PSNR': 18.4524, 'DRD': 2.1527, 'Recall': 91.1004, 'Precision': 93.58, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 93.58, 'id': '08', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 94.1763, 'pseudo F-Measure (Fps)': 96.7658, 'PSNR': 19.0287, 'DRD': 1.7869, 'Recall': 94.6226, 'Precision': 93.7342, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 93.7342, 'id': '09', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 96.14, 'pseudo F-Measure (Fps)': 97.8809, 'PSNR': 19.3193, 'DRD': 1.1763, 'Recall': 96.4318, 'Precision': 95.8498, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 95.8498, 'id': '10', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 95.0192, 'pseudo F-Measure (Fps)': 98.5354, 'PSNR': 19.4749, 'DRD': 1.4003, 'Recall': 93.0138, 'Precision': 97.1131, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 97.1131, 'id': '11', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 93.3802, 'pseudo F-Measure (Fps)': 97.7783, 'PSNR': 21.1251, 'DRD': 1.8806, 'Recall': 91.2128, 'Precision': 95.6531, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 95.6531, 'id': '12', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 91.2077, 'pseudo F-Measure (Fps)': 94.273, 'PSNR': 20.2767, 'DRD': 2.364, 'Recall': 93.3446, 'Precision': 89.1664, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 89.1664, 'id': '13', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 92.4212, 'pseudo F-Measure (Fps)': 98.2338, 'PSNR': 19.4566, 'DRD': 2.3074, 'Recall': 88.6488, 'Precision': 96.5289, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 96.5289, 'id': '14', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 91.4115, 'pseudo F-Measure (Fps)': 97.848, 'PSNR': 17.928, 'DRD': 2.6128, 'Recall': 87.4186, 'Precision': 95.7867, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 95.7867, 'id': '15', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 87.7158, 'pseudo F-Measure (Fps)': 98.5358, 'PSNR': 16.4074, 'DRD': 4.4901, 'Recall': 79.9762, 'Precision': 97.1139, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 97.1139, 'id': '16', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 96.6734, 'pseudo F-Measure (Fps)': 97.4793, 'PSNR': 24.3274, 'DRD': 1.1561, 'Recall': 98.3184, 'Precision': 95.0826, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 95.0826, 'id': '17', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 95.028, 'pseudo F-Measure (Fps)': 98.0492, 'PSNR': 18.5233, 'DRD': 1.5229, 'Recall': 93.9099, 'Precision': 96.173, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 96.173, 'id': '18', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 93.4233, 'pseudo F-Measure (Fps)': 95.6597, 'PSNR': 19.0685, 'DRD': 2.2773, 'Recall': 95.2336, 'Precision': 91.6805, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 91.6805, 'id': '19', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}","{'F-Measure': 93.54296999999998, 'pseudo F-Measure (Fps)': 97.05882999999997, 'PSNR': 19.534995, 'DRD': 2.10298, 'Recall': 92.95036999999999, 'Precision': 94.33398000000001, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 94.33398000000001, 'id': 'average', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps768_s384'}"
"{'F-Measure': 93.4396, 'pseudo F-Measure (Fps)': 96.7792, 'PSNR': 20.1418, 'DRD': 2.0628, 'Recall': 93.1221, 'Precision': 93.7593, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 93.7593, 'id': '00', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 94.1681, 'pseudo F-Measure (Fps)': 97.679, 'PSNR': 15.9206, 'DRD': 2.2453, 'Recall': 92.9076, 'Precision': 95.4634, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 95.4634, 'id': '01', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 92.9723, 'pseudo F-Measure (Fps)': 97.3597, 'PSNR': 19.6383, 'DRD': 2.3206, 'Recall': 91.1627, 'Precision': 94.8552, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 94.8552, 'id': '02', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 90.6994, 'pseudo F-Measure (Fps)': 92.1656, 'PSNR': 18.524, 'DRD': 3.7026, 'Recall': 96.611, 'Precision': 85.4696, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 85.4696, 'id': '03', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 97.7894, 'pseudo F-Measure (Fps)': 98.7268, 'PSNR': 22.1931, 'DRD': 1.0319, 'Recall': 98.0952, 'Precision': 97.4856, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 97.4856, 'id': '04', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 94.5065, 'pseudo F-Measure (Fps)': 96.7549, 'PSNR': 16.3753, 'DRD': 2.0741, 'Recall': 95.3128, 'Precision': 93.7138, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 93.7138, 'id': '05', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 94.1544, 'pseudo F-Measure (Fps)': 96.4364, 'PSNR': 20.4722, 'DRD': 1.9343, 'Recall': 95.2141, 'Precision': 93.118, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 93.118, 'id': '06', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 92.0421, 'pseudo F-Measure (Fps)': 96.9352, 'PSNR': 22.2555, 'DRD': 2.5046, 'Recall': 90.1156, 'Precision': 94.0528, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 94.0528, 'id': '07', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 92.1649, 'pseudo F-Measure (Fps)': 96.6433, 'PSNR': 18.3674, 'DRD': 2.2056, 'Recall': 90.863, 'Precision': 93.5047, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 93.5047, 'id': '08', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 94.0663, 'pseudo F-Measure (Fps)': 96.9969, 'PSNR': 18.9727, 'DRD': 1.8046, 'Recall': 93.964, 'Precision': 94.1688, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 94.1688, 'id': '09', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 96.0864, 'pseudo F-Measure (Fps)': 97.9344, 'PSNR': 19.2665, 'DRD': 1.187, 'Recall': 96.2207, 'Precision': 95.9524, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 95.9524, 'id': '10', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 94.8722, 'pseudo F-Measure (Fps)': 98.4932, 'PSNR': 19.3515, 'DRD': 1.4548, 'Recall': 92.8074, 'Precision': 97.031, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 97.031, 'id': '11', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 92.7196, 'pseudo F-Measure (Fps)': 97.5696, 'PSNR': 20.7241, 'DRD': 2.0967, 'Recall': 90.3162, 'Precision': 95.2545, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 95.2545, 'id': '12', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 90.7836, 'pseudo F-Measure (Fps)': 94.3606, 'PSNR': 20.1011, 'DRD': 2.4652, 'Recall': 92.2925, 'Precision': 89.3233, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 89.3233, 'id': '13', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 92.2913, 'pseudo F-Measure (Fps)': 98.2432, 'PSNR': 19.3891, 'DRD': 2.3327, 'Recall': 88.3948, 'Precision': 96.5471, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 96.5471, 'id': '14', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 91.0804, 'pseudo F-Measure (Fps)': 98.0746, 'PSNR': 17.7958, 'DRD': 2.6841, 'Recall': 86.4605, 'Precision': 96.2219, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 96.2219, 'id': '15', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 87.0847, 'pseudo F-Measure (Fps)': 98.4731, 'PSNR': 16.211, 'DRD': 4.751, 'Recall': 79.0136, 'Precision': 96.9922, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 96.9922, 'id': '16', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 96.7151, 'pseudo F-Measure (Fps)': 97.5262, 'PSNR': 24.3844, 'DRD': 1.1373, 'Recall': 98.3093, 'Precision': 95.1718, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 95.1718, 'id': '17', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 94.8223, 'pseudo F-Measure (Fps)': 98.0646, 'PSNR': 18.3578, 'DRD': 1.584, 'Recall': 93.481, 'Precision': 96.2027, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 96.2027, 'id': '18', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 92.9588, 'pseudo F-Measure (Fps)': 95.0685, 'PSNR': 18.741, 'DRD': 2.5519, 'Recall': 95.4432, 'Precision': 90.6005, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 90.6005, 'id': '19', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}","{'F-Measure': 93.27086999999999, 'pseudo F-Measure (Fps)': 97.01424999999999, 'PSNR': 19.359159999999996, 'DRD': 2.2065550000000003, 'Recall': 92.50536499999998, 'Precision': 94.24443, 'pseudo-Recall (Rps)': 100.0, 'pseudo-Precision (Pps)': 94.24443, 'id': 'average', 'path': 'FFC_3RB_catSKIP_2UL_3DS_CHARLOSS_cosiSCHE_87e3_best_psnr_test_ps512_s512'}"
